Resistance per unit length (ohm/um): 0.0165
Capacitance per unit length (F/um): 1.8400e-016
Sink node capacitance (F): 2.500000e-016
Buffer output resistance (ohm): 0.01
Sinkcount: 267
Nodecount: 965

%thisnode  parnode  lcnode  rcnode  length(um)  xloc(um)  yloc(um)

320 767 686 687 102.170000 22065.710000 47933.000000
321 768 624 626 1797.830000 39460.990000 5622.500000
322 769 680 237 948.340000 23854.530000 52438.000000
323 444 120 621 8376.900000 47506.470000 6943.000000
324 770 652 653 2623.560000 20824.000000 8595.590000
325 384 599 29 815.800000 43779.620000 26816.000000
326 771 695 702 81.150000 25061.150000 41229.150000
327 772 8 692 2423.580000 29232.780000 67258.000000
328 406 645 171 563.100000 37154.420000 26073.000000
329 773 570 590 1256.370000 18689.460000 49291.540000
330 774 583 689 131.180000 21947.410000 56893.180000
331 775 585 586 325.420000 27387.690000 64509.000000
332 454 720 260 2220.500000 56195.580000 41438.000000
333 776 676 678 3142.200000 5679.150000 60889.200000
334 777 245 725 495.330000 60646.610000 46967.000000
335 778 607 636 48.640000 56097.390000 32257.350000
336 379 18 717 989.000000 50974.000000 42855.420000
337 403 81 672 527.700000 11910.000000 37982.280000
338 779 537 693 1237.850000 35543.360000 64057.850000
339 780 606 611 38.750000 64114.750000 26004.880000
340 415 650 165 816.600000 15850.000000 9159.130000
341 419 125 634 830.100000 51395.050000 19491.000000
342 414 233 699 1164.800000 31494.000000 41112.100000
343 410 92 630 388.200000 42683.000000 18547.260000
344 781 625 912 587.140000 34591.140000 16772.000000
345 782 589 594 3223.500000 12304.000000 44100.410000
346 447 115 616 4144.600000 57018.580000 14834.000000
347 783 620 627 1169.170000 38769.460000 2655.500000
348 922 21 713 2406.500000 58501.220000 37226.000000
349 785 14 544 32.810000 48402.000000 49462.400000
350 455 46 553 1997.300000 33533.940000 23412.000000
351 786 561 568 135.200000 20177.800000 21196.400000
352 787 909 605 2657.750000 67490.000000 33782.350000
353 443 127 631 2828.500000 45204.000000 12375.310000
354 923 266 716 3265.420000 45369.000000 38084.920000
355 420 535 218 1546.000000 25576.000000 49943.640000
356 428 612 102 2060.600000 67234.960000 29064.000000
357 788 707 703 82.320000 32318.410000 50316.680000
358 789 712 603 579.090000 60735.500000 31629.620000
359 790 615 617 407.490000 61877.500000 14161.510000
360 924 658 670 119.450000 14144.150000 34938.950000
361 792 562 647 48.850000 13469.480000 19323.850000
362 793 560 44 48.850000 24014.270000 11268.000000
363 478 76 674 7539.100000 4147.000000 48247.590000
364 451 614 113 5642.400000 61048.830000 8697.000000
365 794 163 565 1329.730000 17430.000000 3044.810000
366 925 543 726 3581.205000 51374.810000 57416.130000
367 385 563 157 1608.900000 4949.000000 11684.600000
368 430 199 677 2176.500000 3283.460000 57747.000000
369 435 123 946 2217.500000 55306.000000 5229.480000
370 433 916 657 2285.100000 14088.290000 29124.000000
371 796 541 542 642.040000 43045.000000 65521.380000
372 797 723 724 2005.300000 67332.500000 50160.660000
373 798 539 779 446.300000 35766.510000 65295.700000
374 799 649 160 137.460000 10532.210000 4512.000000
375 800 691 314 59.890000 35786.130000 59999.230000
376 464 584 305 2037.600000 20640.760000 64065.000000
377 801 659 760 1510.940000 6282.280000 30889.880000
378 802 588 763 2958.050000 13223.680000 60705.050000
379 803 727 336 1417.420000 51963.050000 42855.420000
380 804 719 777 693.030000 61123.810000 47462.330000
381 805 664 752 116.970000 29755.440000 34497.980000
382 806 24 733 653.630000 46469.000000 29224.280000
383 807 721 920 313.590000 52794.790000 49116.000000
384 808 642 325 949.660000 42963.840000 26816.000000
385 809 648 367 414.460000 6557.920000 11684.600000
386 810 663 748 366.660000 25051.350000 37490.700000
387 811 608 741 217.270000 58801.420000 22419.110000
388 466 581 279 2383.500000 14453.000000 50837.330000
389 457 31 734 1209.000000 47123.000000 27361.660000
390 465 549 278 404.100000 52722.290000 36229.000000
391 812 172 735 1740.680000 28387.000000 30039.680000
392 813 582 580 1808.800000 17359.660000 57568.950000
393 814 548 714 4358.560000 63974.930000 38213.560000
394 815 622 759 38.480000 50199.080000 12336.830000
395 467 566 317 1385.000000 31010.000000 17359.140000
396 816 88 944 507.020000 34505.000000 28993.020000
397 817 639 749 209.540000 49673.540000 29061.780000
398 818 705 732 116.980000 32282.540000 34731.930000
399 819 662 750 112.660000 18846.660000 37132.430000
400 820 711 738 2117.350000 53906.680000 39320.650000
401 440 704 268 127.300000 38698.900000 44521.480000
402 821 661 737 440.560000 16540.580000 36579.210000
403 438 673 337 2366.900000 11910.000000 38510.020000
404 822 731 736 951.140000 33066.260000 20463.540000
405 926 609 745 1117.135000 50994.560000 14686.940000
406 824 740 328 864.310000 37154.420000 25509.920000
407 927 655 311 1390.000000 36110.000000 34899.710000
408 825 742 754 1069.690000 17092.980000 54690.460000
409 483 66 774 3996.600000 22078.590000 56762.000000
410 826 610 343 4887.180000 42683.000000 18935.440000
411 827 758 780 5158.470000 62880.300000 25966.130000
412 928 660 313 2426.910000 7585.990000 37246.410000
413 828 669 729 366.650000 26780.340000 38224.010000
414 485 755 342 2811.800000 30329.210000 41112.100000
415 829 945 340 1194.530000 15850.000000 9975.770000
416 830 227 771 35.900000 24174.490000 41148.000000
417 462 315 773 0.010000 18801.000000 48035.170000
418 831 768 783 3118.330000 38894.280000 3824.670000
419 468 947 341 1633.200000 51395.050000 18660.870000
420 452 769 355 1141.100000 25576.000000 51489.660000
421 832 640 766 1691.330000 44541.850000 32991.640000
422 833 111 790 265.000000 62543.330000 14569.000000
423 834 949 765 5381.460000 17325.780000 67408.900000
424 835 747 757 101.440000 22027.050000 61926.000000
425 836 685 744 316.220000 10605.690000 51153.550000
426 837 772 775 14.980000 29217.810000 64834.420000
427 838 730 756 273.130000 33142.870000 59666.210000
428 473 787 356 4277.200000 67234.960000 31124.600000
429 839 789 778 858.750000 58793.090000 32208.710000
430 474 776 368 3508.600000 5459.940000 57747.000000
431 840 567 786 1958.900000 21696.340000 21331.600000
432 841 793 770 48.850000 21927.140000 11219.150000
433 842 370 791 991.770000 14088.290000 31409.050000
434 492 788 306 2793.400000 30000.520000 50234.360000
435 843 369 618 1250.050000 55306.000000 7446.950000
436 479 290 722 3244.900000 60715.000000 42572.120000
437 844 797 804 1290.310000 65475.460000 48155.360000
438 845 782 403 4943.920000 11910.000000 40876.910000
439 846 951 799 6895.600000 14282.320000 4374.540000
440 491 701 401 697.800000 38698.900000 44394.140000
441 487 155 753 697.600000 27655.060000 28299.000000
442 929 950 840 3568.625000 19834.480000 19372.700000
443 848 353 815 924.110000 48032.490000 12375.310000
444 849 831 323 7361.660000 39129.590000 6943.000000
445 850 751 808 2043.720000 42893.630000 25866.340000
446 488 318 817 1564.000000 49375.220000 28852.240000
447 930 346 833 970.075000 61163.180000 14834.000000
448 851 107 613 520.840000 59544.980000 21681.000000
449 852 785 807 1610.650000 51440.430000 49429.590000
450 504 923 832 5071.500000 45369.000000 34682.970000
451 853 364 843 2029.340000 55406.460000 8697.000000
452 854 761 420 1255.300000 26717.090000 51489.660000
453 855 739 824 2230.230000 37294.150000 24645.610000
454 931 332 820 345.570000 53975.120000 41438.000000
455 493 350 822 2819.500000 33533.940000 21414.680000
456 856 810 828 1875.170000 25629.350000 37857.360000
457 857 806 389 281.590000 47123.000000 28570.650000
458 932 805 818 204.550000 30940.990000 34614.950000
459 859 819 821 51.210000 18045.260000 37019.770000
460 860 954 838 4661.410000 33828.780000 59939.340000
461 861 813 825 1001.850000 17226.320000 55760.150000
462 489 696 417 617.900000 18801.000000 48035.170000
463 933 150 816 384.450000 34335.550000 28486.000000
464 476 376 835 2915.500000 20640.760000 62027.440000
465 507 390 545 4328.100000 52722.290000 36633.110000
466 862 836 388 2589.740000 12069.470000 50837.330000
467 863 781 395 1236.030000 32394.960000 17359.140000
468 934 419 823 1223.615000 51395.050000 17027.690000
469 864 784 839 1942.860000 58695.800000 33067.460000
470 865 837 953 29.940000 31908.960000 64849.400000
471 866 829 841 3795.900000 19639.090000 11170.300000
472 495 801 928 2918.400000 7585.990000 32400.820000
473 494 428 827 1591.800000 62957.800000 31124.600000
474 935 430 802 6841.890000 8968.560000 57747.000000
475 499 809 302 4445.900000 9698.970000 11270.140000
476 508 834 464 1810.600000 17725.250000 62027.440000
477 867 952 865 278.590000 33948.560000 64879.340000
478 503 363 862 2426.800000 11686.050000 48247.590000
479 868 814 436 4292.930000 63959.860000 42572.120000
480 869 826 850 5132.640000 42823.420000 23822.620000
481 870 764 933 1610.160000 36123.630000 28486.000000
482 871 927 858 4832.820000 32134.920000 34899.710000
483 872 409 861 3454.830000 18081.960000 56762.000000
484 873 746 859 1604.540000 18096.470000 37070.980000
485 502 414 830 1379.600000 27517.410000 41112.100000
486 874 811 851 3758.670000 59018.690000 22201.840000
487 936 812 441 6367.320000 28352.680000 28299.000000
488 875 446 857 759.280000 47811.180000 28852.240000
489 515 767 462 6789.200000 19418.940000 48035.170000
490 876 803 931 476.790000 53320.920000 41438.000000
491 877 743 440 3278.610000 38698.900000 43696.330000
492 878 434 854 2199.190000 27207.150000 50234.360000
493 937 455 863 2791.095000 33533.940000 18595.170000
494 880 864 473 4640.520000 61365.980000 31124.600000
495 938 842 472 2418.680000 10504.440000 32400.820000
496 882 848 934 2573.080000 51395.050000 13299.420000
497 883 795 852 5211.280000 51407.620000 51040.240000
498 884 847 866 3696.060000 19736.780000 14966.200000
499 939 846 475 1665.590000 14144.860000 11270.140000
500 885 849 958 3397.050000 36331.760000 14304.660000
501 513 930 874 8040.900000 61163.180000 18443.170000
502 514 856 485 3439.500000 27517.410000 39732.530000
503 886 845 478 6665.130000 11686.050000 45820.830000
504 887 450 875 656.260000 45369.000000 29611.520000
505 888 855 870 1423.160000 36778.750000 26875.840000
506 889 860 867 6853.750000 33888.670000 64600.750000
507 518 465 876 4867.700000 52722.290000 40961.210000
508 890 476 872 2469.830000 17725.250000 60216.830000
509 891 844 868 345.360000 64305.230000 46865.050000
510 892 955 882 181.270000 51576.310000 10726.340000
511 893 881 956 3689.260000 10799.840000 35466.440000
512 521 935 890 7630.100000 17264.860000 57747.000000
513 894 880 501 1814.920000 61163.180000 26484.080000
514 524 871 502 685.200000 30956.960000 39732.530000
515 895 878 489 5401.870000 26208.130000 48035.170000
516 896 869 887 656.260000 44012.360000 28955.260000
517 523 936 888 6213.800000 35200.970000 28299.000000
518 897 883 507 690.730000 52722.290000 45828.960000
