Resistance per unit length (ohm/um): 0.0165
Capacitance per unit length (F/um): 1.8400e-016
Sink node capacitance (F): 2.500000e-016
Buffer output resistance (ohm): 0.01
Sinkcount: 598
Nodecount: 2091

%thisnode  parnode  lcnode  rcnode  length(um)  xloc(um)  yloc(um)

66 1242 -1 -1 193.500000 89680.000000 54859.000000
67 1243 -1 -1 31.620000 78343.000000 46579.000000
68 1244 -1 -1 1399.000000 87902.000000 44941.000000
69 1245 -1 -1 270.590000 81208.000000 39246.000000
70 1246 -1 -1 136.330000 76797.000000 28297.000000
71 726 -1 -1 1218.800000 68020.000000 27064.000000
72 1247 -1 -1 3063.000000 66753.000000 24982.000000
73 1248 -1 -1 107.620000 67903.000000 22599.000000
74 1249 -1 -1 161.180000 81137.000000 20050.000000
75 1250 -1 -1 130.520000 74195.000000 32253.000000
76 1251 -1 -1 237.720000 63849.000000 39743.000000
77 1252 -1 -1 282.770000 58038.000000 51497.000000
78 1253 -1 -1 605.000000 64727.000000 58797.000000
79 1254 -1 -1 29.250000 71589.000000 48581.000000
80 1255 -1 -1 1279.000000 79517.000000 48776.000000
81 1256 -1 -1 5.460000 77401.000000 54214.000000
82 1257 -1 -1 2656.440000 83209.000000 44271.000000
83 682 -1 -1 805.300000 77826.000000 49591.000000
84 651 -1 -1 421.100000 68390.000000 54167.000000
85 1258 -1 -1 94.000000 78749.000000 66377.000000
86 608 -1 -1 167.500000 77556.000000 54041.000000
87 1259 -1 -1 1301.510000 70081.000000 49941.000000
88 1260 -1 -1 924.870000 62091.000000 38492.000000
89 1261 -1 -1 340.830000 65934.000000 48072.000000
90 1262 -1 -1 135.000000 61998.000000 51552.000000
91 1263 -1 -1 2170.410000 53406.000000 38947.000000
92 1264 -1 -1 216.360000 52909.000000 46307.000000
93 1265 -1 -1 249.190000 44473.000000 35598.000000
94 1266 -1 -1 907.470000 39707.000000 29466.000000
95 1267 -1 -1 1799.990000 50057.000000 19689.000000
96 1268 -1 -1 374.590000 45700.000000 22810.000000
97 1269 -1 -1 318.000000 48028.000000 32487.000000
98 1270 -1 -1 694.330000 54713.000000 19996.000000
99 764 -1 -1 1634.700000 59017.000000 25487.000000
100 1271 -1 -1 705.460000 64790.000000 12902.000000
101 1272 -1 -1 61.130000 58255.000000 6946.000000
102 1273 -1 -1 143.330000 58769.000000 20547.000000
103 1274 -1 -1 467.000000 70452.000000 32578.000000
104 1275 -1 -1 209.000000 56662.000000 25696.000000
105 1276 -1 -1 832.000000 63843.000000 15159.000000
106 759 -1 -1 976.900000 62180.000000 14327.000000
107 872 -1 -1 3263.300000 53423.000000 1742.000000
108 1990 -1 -1 323.275000 47482.000000 22368.000000
109 1277 -1 -1 611.990000 46984.000000 20877.000000
110 1278 -1 -1 955.000000 47450.000000 11111.000000
111 1279 -1 -1 322.000000 38356.000000 11841.000000
112 1280 -1 -1 966.000000 49126.000000 26462.000000
113 1281 -1 -1 1559.000000 45140.000000 36513.000000
114 1282 -1 -1 176.500000 57700.000000 46746.000000
115 744 -1 -1 1079.400000 66762.000000 50125.000000
116 1283 -1 -1 1485.000000 76611.000000 37723.000000
117 1284 -1 -1 1538.480000 76367.000000 30584.000000
118 1285 -1 -1 217.400000 89589.000000 31550.000000
119 1286 -1 -1 864.600000 84591.000000 17912.000000
120 1287 -1 -1 69.400000 87416.000000 18846.000000
121 695 -1 -1 616.900000 74105.000000 24703.000000
122 714 -1 -1 831.700000 75987.000000 27329.000000
123 1288 -1 -1 91.870000 85198.000000 40034.000000
124 612 -1 -1 150.300000 71634.000000 51315.000000
125 1289 -1 -1 125.000000 70613.000000 57641.000000
126 1290 -1 -1 909.450000 57613.000000 59807.000000
127 659 -1 -1 419.500000 45780.000000 47624.000000
128 1291 -1 -1 1557.860000 36618.000000 34685.000000
129 935 -1 -1 2633.000000 24345.000000 36194.000000
130 1991 -1 -1 141.000000 21454.000000 30539.000000
131 1292 -1 -1 1646.890000 32240.000000 25829.000000
132 906 -1 -1 878.100000 40494.000000 37121.000000
133 1293 -1 -1 874.550000 44490.000000 43609.000000
134 798 -1 -1 1657.200000 40214.000000 50621.000000
135 1294 -1 -1 188.640000 51774.000000 42500.000000
136 1295 -1 -1 367.150000 40606.000000 35358.000000
137 1296 -1 -1 1649.320000 36337.000000 30374.000000
138 679 -1 -1 772.700000 45864.000000 30244.000000
139 1297 -1 -1 2173.700000 56175.000000 31828.000000
140 1298 -1 -1 162.600000 67730.000000 44595.000000
141 1299 -1 -1 19.000000 67483.000000 54148.000000
142 667 -1 -1 558.300000 75207.000000 57930.000000
143 1300 -1 -1 629.400000 79533.000000 51643.000000
144 1301 -1 -1 2.000000 78898.000000 55143.000000
145 1302 -1 -1 1307.000000 70865.000000 56209.000000
146 1303 -1 -1 1416.950000 75492.000000 60105.000000
147 1304 -1 -1 875.040000 80954.000000 73793.000000
148 923 -1 -1 1504.900000 87733.000000 82996.000000
149 1305 -1 -1 1136.920000 91830.000000 86362.000000
150 675 -1 -1 619.100000 87412.000000 85507.000000
151 1992 -1 -1 592.725000 85604.000000 73667.000000
152 1306 -1 -1 939.080000 91905.000000 84286.000000
153 1307 -1 -1 26.000000 80495.000000 82847.000000
154 1308 -1 -1 318.960000 69827.000000 69124.000000
155 717 -1 -1 971.700000 79002.000000 61438.000000
156 1309 -1 -1 543.830000 85840.000000 72526.000000
157 1310 -1 -1 1416.240000 91175.000000 75025.000000
158 877 -1 -1 2099.100000 83485.000000 71698.000000
159 618 -1 -1 216.400000 78399.000000 66471.000000
160 820 -1 -1 2441.800000 89970.000000 78883.000000
161 1311 -1 -1 1089.070000 82935.000000 80509.000000
162 1312 -1 -1 1754.950000 86708.000000 80224.000000
163 1313 -1 -1 106.860000 86966.000000 84781.000000
164 1011 -1 -1 2988.700000 91888.000000 89186.000000
165 1314 -1 -1 731.850000 90133.000000 86849.000000
166 777 -1 -1 1264.000000 79645.000000 80534.000000
167 1315 -1 -1 973.000000 72422.000000 73989.000000
168 1316 -1 -1 1101.400000 66041.000000 78735.000000
169 1317 -1 -1 208.800000 55529.000000 65885.000000
170 1318 -1 -1 94.610000 60315.000000 78818.000000
171 806 -1 -1 1856.800000 69471.000000 74962.000000
172 696 -1 -1 694.800000 57851.000000 63607.000000
173 1319 -1 -1 195.620000 49945.000000 71927.000000
174 629 -1 -1 222.400000 60599.000000 78501.000000
175 1320 -1 -1 27.860000 62291.000000 79511.000000
176 1321 -1 -1 370.010000 61379.000000 86308.000000
177 1322 -1 -1 1915.000000 54875.000000 93727.000000
178 821 -1 -1 2596.000000 59225.000000 83342.000000
179 1323 -1 -1 65.990000 57163.000000 78707.000000
180 1324 -1 -1 216.430000 57482.000000 66111.000000
181 845 -1 -1 1715.000000 58507.000000 76860.000000
182 1325 -1 -1 28.730000 47877.000000 89982.000000
183 1326 -1 -1 790.490000 39577.000000 79185.000000
184 1327 -1 -1 261.960000 52296.000000 66876.000000
185 1328 -1 -1 564.350000 52311.000000 70377.000000
186 1329 -1 -1 42.550000 56984.000000 58855.000000
187 658 -1 -1 361.100000 48605.000000 54870.000000
188 1330 -1 -1 183.410000 34829.000000 41174.000000
189 685 -1 -1 644.000000 34329.000000 39499.000000
190 1331 -1 -1 55.000000 20404.000000 52249.000000
191 1332 -1 -1 120.500000 19836.000000 51931.000000
192 814 -1 -1 2488.600000 14835.000000 54985.000000
193 817 -1 -1 2152.800000 8123.000000 63763.000000
194 1333 -1 -1 685.580000 27760.000000 71278.000000
195 1334 -1 -1 360.000000 26652.000000 64705.000000
196 1335 -1 -1 177.500000 25618.000000 76952.000000
197 760 -1 -1 1059.800000 17421.000000 66639.000000
198 1336 -1 -1 67.310000 29631.000000 56523.000000
199 1337 -1 -1 1355.420000 41525.000000 60004.000000
200 780 -1 -1 1296.800000 35839.000000 63531.000000
201 1338 -1 -1 104.790000 42007.000000 52383.000000
202 805 -1 -1 2372.900000 28766.000000 50290.000000
203 1339 -1 -1 598.380000 23085.000000 55524.000000
204 1340 -1 -1 70.830000 30058.000000 60576.000000
205 1341 -1 -1 116.500000 23520.000000 50407.000000
206 1342 -1 -1 162.000000 20910.000000 53297.000000
207 810 -1 -1 2117.700000 24784.000000 62014.000000
208 1343 -1 -1 1255.200000 17224.000000 68954.000000
209 1344 -1 -1 172.970000 26573.000000 73798.000000
210 802 -1 -1 1916.900000 37202.000000 87004.000000
211 1345 -1 -1 678.000000 47770.000000 87449.000000
212 813 -1 -1 2006.800000 43991.000000 88127.000000
213 1346 -1 -1 2459.250000 42862.000000 74260.000000
214 783 -1 -1 1655.500000 39108.000000 81631.000000
215 1347 -1 -1 18.000000 26203.000000 68252.000000
216 1348 -1 -1 137.370000 39548.000000 66388.000000
217 1349 -1 -1 171.000000 49364.000000 54333.000000
218 1350 -1 -1 47.750000 59405.000000 48749.000000
219 1351 -1 -1 39.000000 45679.000000 38500.000000
220 1352 -1 -1 138.620000 53546.000000 24877.000000
221 622 -1 -1 176.800000 44589.000000 36024.000000
222 911 -1 -1 1611.700000 49676.000000 29254.000000
223 1353 -1 -1 1081.000000 52762.000000 35447.000000
224 1354 -1 -1 564.410000 45062.000000 23749.000000
225 1355 -1 -1 664.030000 45551.000000 13127.000000
226 610 -1 -1 114.100000 58126.000000 2848.000000
227 1356 -1 -1 852.150000 71679.000000 26860.000000
228 1357 -1 -1 2.500000 80874.000000 35651.000000
229 1358 -1 -1 849.980000 77900.000000 44689.000000
230 716 -1 -1 1091.200000 82959.000000 47566.000000
231 1359 -1 -1 2142.430000 90989.000000 55503.000000
232 1360 -1 -1 193.500000 90398.000000 54472.000000
233 1361 -1 -1 65.000000 84185.000000 42454.000000
234 1362 -1 -1 90.760000 72740.000000 36766.000000
235 662 -1 -1 604.500000 73226.000000 45675.000000
236 1363 -1 -1 641.900000 85853.000000 53175.000000
237 770 -1 -1 1257.400000 89317.000000 60253.000000
238 1364 -1 -1 1000.630000 88890.000000 62511.000000
239 647 -1 -1 540.100000 75000.000000 76593.000000
240 1365 -1 -1 4198.600000 71761.000000 81680.000000
241 1366 -1 -1 1418.040000 79604.000000 83216.000000
242 1367 -1 -1 643.000000 67630.000000 79615.000000
243 1368 -1 -1 3330.970000 71107.000000 90503.000000
244 822 -1 -1 2542.000000 82168.000000 93950.000000
245 1369 -1 -1 47.030000 74496.000000 87125.000000
246 1370 -1 -1 26.000000 80996.000000 82795.000000
247 1371 -1 -1 121.880000 75216.000000 75931.000000
248 1372 -1 -1 481.000000 84915.000000 63161.000000
249 1373 -1 -1 699.000000 75210.000000 50515.000000
250 1374 -1 -1 91.750000 71235.000000 48702.000000
251 693 -1 -1 579.600000 60764.000000 40704.000000
252 897 -1 -1 1431.000000 65631.000000 34753.000000
253 699 -1 -1 647.600000 70845.000000 46414.000000
254 1375 -1 -1 2.000000 78470.000000 55139.000000
255 879 -1 -1 1738.100000 68901.000000 42782.000000
256 996 -1 -1 2487.700000 64935.000000 51089.000000
257 1376 -1 -1 664.000000 60030.000000 40040.000000
258 1377 -1 -1 32.000000 47229.000000 52883.000000
259 1378 -1 -1 221.000000 42738.000000 42943.000000
260 1379 -1 -1 358.550000 46538.000000 43093.000000
261 1380 -1 -1 779.680000 49697.000000 46776.000000
262 1381 -1 -1 5.170000 40802.000000 41270.000000
263 1382 -1 -1 1458.620000 31636.000000 55129.000000
264 1383 -1 -1 515.490000 19014.000000 62582.000000
265 1384 -1 -1 9.000000 30771.000000 74479.000000
266 644 -1 -1 373.600000 25375.000000 68270.000000
267 782 -1 -1 1175.900000 15833.000000 71212.000000
268 1385 -1 -1 8.500000 10132.000000 75335.000000
269 1386 -1 -1 1109.370000 13429.000000 89027.000000
270 786 -1 -1 1387.300000 20033.000000 86789.000000
271 803 -1 -1 2186.700000 16933.000000 77689.000000
272 1387 -1 -1 2.500000 10718.000000 75324.000000
273 745 -1 -1 1305.500000 12714.000000 77809.000000
274 1388 -1 -1 17.000000 15255.000000 81655.000000
275 722 -1 -1 1008.600000 13754.000000 82297.000000
276 747 -1 -1 1167.200000 11412.000000 90506.000000
277 1389 -1 -1 696.000000 4614.000000 76800.000000
278 1390 -1 -1 693.080000 841.000000 71680.000000
279 611 -1 -1 205.500000 23762.000000 80117.000000
280 1391 -1 -1 2241.280000 32656.000000 80467.000000
281 824 -1 -1 2844.400000 26830.000000 91395.000000
282 1392 -1 -1 26.500000 23904.000000 80349.000000
283 728 -1 -1 1071.500000 32393.000000 83958.000000
284 1393 -1 -1 325.030000 24114.000000 74296.000000
285 1394 -1 -1 276.000000 20422.000000 77965.000000
286 1395 -1 -1 2323.310000 19131.000000 64950.000000
287 1396 -1 -1 2.690000 28062.000000 56593.000000
288 792 -1 -1 1383.200000 36158.000000 49086.000000
289 1397 -1 -1 1144.230000 33533.000000 37360.000000
290 1398 -1 -1 361.570000 19781.000000 48715.000000
291 1399 -1 -1 234.570000 12265.000000 40087.000000
292 816 -1 -1 2737.200000 19242.000000 42607.000000
293 1400 -1 -1 275.780000 20989.000000 39594.000000
294 1401 -1 -1 329.000000 7703.000000 42326.000000
295 1402 -1 -1 446.000000 3432.000000 55433.000000
296 1993 -1 -1 152.000000 21747.000000 53135.000000
297 828 -1 -1 3245.800000 16099.000000 45750.000000
298 1403 -1 -1 3.000000 25597.000000 32435.000000
299 1404 -1 -1 285.150000 31198.000000 30573.000000
300 1405 -1 -1 176.480000 27289.000000 28931.000000
301 656 -1 -1 425.200000 28292.000000 33804.000000
302 664 -1 -1 391.900000 31557.000000 29896.000000
303 1406 -1 -1 578.830000 42190.000000 41854.000000
304 648 -1 -1 426.500000 50072.000000 54504.000000
305 1407 -1 -1 1119.950000 60338.000000 42414.000000
306 1408 -1 -1 860.000000 62652.000000 52277.000000
307 1409 -1 -1 364.000000 58092.000000 42336.000000
308 1410 -1 -1 615.710000 52349.000000 56085.000000
309 1411 -1 -1 58.150000 51957.000000 61385.000000
310 1412 -1 -1 64.250000 59270.000000 48637.000000
311 1413 -1 -1 160.700000 71567.000000 51004.000000
312 642 -1 -1 357.300000 66329.000000 42564.000000
313 739 -1 -1 1086.500000 60024.000000 30756.000000
314 883 -1 -1 1370.100000 63638.000000 41006.000000
315 1994 -1 -1 42.500000 65906.000000 47517.000000
316 1415 -1 -1 303.000000 65843.000000 42261.000000
317 1416 -1 -1 829.000000 75142.000000 46504.000000
318 1417 -1 -1 252.080000 72517.000000 59052.000000
319 1418 -1 -1 21.590000 58748.000000 57102.000000
320 1419 -1 -1 388.480000 45960.000000 48432.000000
321 896 -1 -1 854.800000 46497.000000 38072.000000
322 767 -1 -1 1204.800000 51215.000000 36528.000000
323 635 -1 -1 382.100000 42273.000000 42722.000000
324 603 -1 -1 84.700000 45487.000000 38461.000000
325 1420 -1 -1 621.230000 59419.000000 50593.000000
326 1421 -1 -1 95.500000 58121.000000 48558.000000
327 1422 -1 -1 756.000000 65333.000000 41808.000000
328 1423 -1 -1 58.500000 57237.000000 46511.000000
329 638 -1 -1 305.300000 61424.000000 51417.000000
330 698 -1 -1 789.700000 69173.000000 57516.000000
331 800 -1 -1 2051.200000 81827.000000 50055.000000
332 1424 -1 -1 123.510000 85863.000000 61459.000000
333 1425 -1 -1 726.460000 86179.000000 49734.000000
334 1426 -1 -1 78.830000 87152.000000 55356.000000
335 887 -1 -1 636.000000 85535.000000 60939.000000
336 1427 -1 -1 105.000000 77063.000000 51109.000000
337 788 -1 -1 1611.100000 68804.000000 62662.000000
338 1428 -1 -1 726.000000 77307.000000 51940.000000
339 1429 -1 -1 271.060000 73092.000000 59546.000000
340 599 -1 -1 106.800000 68198.000000 60872.000000
341 1430 -1 -1 3.000000 68006.000000 60869.000000
342 1431 -1 -1 167.100000 76224.000000 52753.000000
343 1432 -1 -1 399.450000 77351.000000 63606.000000
344 663 -1 -1 461.900000 63553.000000 66396.000000
345 1433 -1 -1 356.920000 72520.000000 58443.000000
346 1434 -1 -1 249.000000 74360.000000 57681.000000
347 1435 -1 -1 331.000000 81027.000000 62684.000000
348 834 -1 -1 2350.900000 71543.000000 62168.000000
349 1436 -1 -1 1393.030000 65178.000000 71500.000000
350 653 -1 -1 345.800000 52501.000000 61789.000000
351 1437 -1 -1 627.040000 53525.000000 65987.000000
352 681 -1 -1 533.800000 46888.000000 64378.000000
353 1438 -1 -1 633.010000 57857.000000 78008.000000
354 829 -1 -1 3943.500000 60847.000000 91812.000000
355 690 -1 -1 913.300000 47456.000000 90924.000000
356 1439 -1 -1 1797.080000 37186.000000 83290.000000
357 895 -1 -1 1920.600000 34269.000000 72038.000000
358 1440 -1 -1 1197.170000 36180.000000 66025.000000
359 1441 -1 -1 1568.510000 46267.000000 67689.000000
360 1442 -1 -1 1100.510000 58095.000000 70659.000000
361 1443 -1 -1 583.320000 59007.000000 60560.000000
362 918 -1 -1 1506.200000 62971.000000 57863.000000
363 650 -1 -1 448.900000 75917.000000 52137.000000
364 1444 -1 -1 869.000000 66686.000000 63531.000000
365 1445 -1 -1 841.960000 79952.000000 75510.000000
366 854 -1 -1 3540.300000 93081.000000 63020.000000
367 1446 -1 -1 105.490000 86042.000000 61688.000000
368 1447 -1 -1 824.540000 86138.000000 48183.000000
369 1448 -1 -1 187.280000 78943.000000 58963.000000
370 1449 -1 -1 1784.250000 87586.000000 67580.000000
371 711 -1 -1 720.200000 82423.000000 63015.000000
372 1450 -1 -1 1914.050000 86765.000000 76555.000000
373 1451 -1 -1 2346.970000 82468.000000 89061.000000
374 1452 -1 -1 234.360000 73240.000000 77112.000000
375 1453 -1 -1 1660.520000 84385.000000 65486.000000
376 1454 -1 -1 1531.600000 79856.000000 53804.000000
377 753 -1 -1 1049.200000 74291.000000 56062.000000
378 1455 -1 -1 174.080000 69155.000000 48952.000000
379 893 -1 -1 569.200000 72249.000000 50956.000000
380 1995 -1 -1 22.500000 71251.000000 47582.000000
381 1457 -1 -1 1545.900000 83074.000000 56934.000000
382 1458 -1 -1 418.550000 81694.000000 59007.000000
383 1459 -1 -1 258.380000 81168.000000 46289.000000
384 719 -1 -1 1012.400000 88757.000000 39001.000000
385 1460 -1 -1 699.330000 75472.000000 28860.000000
386 643 -1 -1 264.900000 66200.000000 30440.000000
387 846 -1 -1 1304.100000 62181.000000 40721.000000
388 1461 -1 -1 20.600000 76065.000000 31715.000000
389 1462 -1 -1 471.450000 80503.000000 39935.000000
390 720 -1 -1 949.100000 71931.000000 33045.000000
391 1463 -1 -1 716.000000 73400.000000 23987.000000
392 1464 -1 -1 469.120000 66145.000000 29706.000000
393 1996 -1 -1 98.275000 77550.000000 22143.000000
394 819 -1 -1 2856.300000 78092.000000 9820.000000
395 1466 -1 -1 7.500000 70928.000000 2833.000000
396 649 -1 -1 568.900000 58512.000000 7576.000000
397 1467 -1 -1 559.110000 71182.000000 17621.000000
398 1997 -1 -1 991.725000 69265.000000 21053.000000
399 1468 -1 -1 467.000000 59687.000000 14862.000000
400 713 -1 -1 1098.800000 58403.000000 14395.000000
401 674 -1 -1 553.000000 48101.000000 1308.000000
402 1469 -1 -1 2951.300000 52015.000000 7794.000000
403 1470 -1 -1 1243.150000 58228.000000 5204.000000
404 749 -1 -1 1296.100000 68112.000000 19854.000000
405 1471 -1 -1 634.500000 60476.000000 32477.000000
406 1472 -1 -1 93.900000 67186.000000 18464.000000
407 628 -1 -1 350.400000 75836.000000 31344.000000
408 1473 -1 -1 780.000000 82641.000000 28185.000000
409 878 -1 -1 1881.500000 89666.000000 29460.000000
410 761 -1 -1 951.000000 89025.000000 43542.000000
411 1474 -1 -1 2293.940000 91800.000000 33122.000000
412 1475 -1 -1 1565.630000 81914.000000 40756.000000
413 1476 -1 -1 561.000000 75761.000000 40559.000000
414 789 -1 -1 1119.200000 78155.000000 36238.000000
415 1477 -1 -1 690.000000 90005.000000 38311.000000
416 1478 -1 -1 558.990000 82241.000000 33055.000000
417 1479 -1 -1 45.240000 70023.000000 22429.000000
418 1480 -1 -1 173.960000 67307.000000 32774.000000
419 1481 -1 -1 384.280000 63305.000000 39121.000000
420 1482 -1 -1 242.340000 65855.000000 38821.000000
421 1483 -1 -1 995.000000 60524.000000 36439.000000
422 1484 -1 -1 727.360000 48318.000000 41584.000000
423 1485 -1 -1 1758.600000 36958.000000 55482.000000
424 766 -1 -1 1106.400000 31601.000000 57694.000000
425 1486 -1 -1 447.000000 23975.000000 57765.000000
426 1487 -1 -1 530.740000 12614.000000 68074.000000
427 885 -1 -1 1479.000000 26904.000000 80371.000000
428 1488 -1 -1 969.770000 34980.000000 75669.000000
429 1489 -1 -1 443.940000 21099.000000 81184.000000
430 1490 -1 -1 168.000000 28436.000000 74806.000000
431 1491 -1 -1 3044.000000 29030.000000 77514.000000
432 1492 -1 -1 22.000000 26528.000000 82003.000000
433 1493 -1 -1 362.630000 14522.000000 87555.000000
434 1494 -1 -1 244.130000 6788.000000 74704.000000
435 1495 -1 -1 167.000000 20198.000000 68723.000000
436 1496 -1 -1 311.000000 28471.000000 65376.000000
437 1497 -1 -1 1083.510000 19611.000000 60983.000000
438 666 -1 -1 430.700000 25004.000000 50640.000000
439 1498 -1 -1 65.430000 12986.000000 40387.000000
440 1499 -1 -1 2497.000000 4799.000000 51643.000000
441 1500 -1 -1 135.500000 21319.000000 49396.000000
442 791 -1 -1 1779.200000 28858.000000 58726.000000
443 1501 -1 -1 553.420000 27713.000000 70039.000000
444 637 -1 -1 239.500000 17682.000000 59443.000000
445 1502 -1 -1 800.120000 14926.000000 69236.000000
446 769 -1 -1 1181.900000 5545.000000 73278.000000
447 751 -1 -1 851.100000 22147.000000 82479.000000
448 1503 -1 -1 17.000000 18151.000000 81689.000000
449 1504 -1 -1 232.370000 11449.000000 83156.000000
450 1505 -1 -1 503.630000 23995.000000 88047.000000
451 1506 -1 -1 502.000000 30820.000000 84460.000000
452 1507 -1 -1 177.500000 23157.000000 77307.000000
453 1508 -1 -1 965.710000 19423.000000 84436.000000
454 1509 -1 -1 995.000000 12704.000000 91501.000000
455 1510 -1 -1 4270.000000 5968.000000 82303.000000
456 1511 -1 -1 945.500000 12730.000000 80060.000000
457 1512 -1 -1 655.920000 2205.000000 73029.000000
458 808 -1 -1 2374.300000 1299.000000 76104.000000
459 1513 -1 -1 57.000000 4116.000000 86516.000000
460 1514 -1 -1 148.250000 10748.000000 88140.000000
461 1515 -1 -1 167.430000 14559.000000 83473.000000
462 694 -1 -1 802.400000 2764.000000 86573.000000
463 1998 -1 -1 782.725000 13003.000000 73857.000000
464 665 -1 -1 667.600000 21068.000000 68890.000000
465 1517 -1 -1 1554.000000 11764.000000 69948.000000
466 677 -1 -1 467.600000 11936.000000 83856.000000
467 811 -1 -1 2227.700000 9239.000000 71502.000000
468 1518 -1 -1 1078.560000 1686.000000 60743.000000
469 825 -1 -1 3389.400000 8640.000000 54140.000000
470 1519 -1 -1 1278.440000 4113.000000 58386.000000
471 1520 -1 -1 135.500000 20846.000000 49125.000000
472 875 -1 -1 3313.800000 31151.000000 42059.000000
473 737 -1 -1 1173.400000 25152.000000 48120.000000
474 1999 -1 -1 316.500000 23883.000000 47243.000000
475 1522 -1 -1 437.000000 24374.000000 51077.000000
476 1523 -1 -1 100.000000 34873.000000 38755.000000
477 1524 -1 -1 33.850000 40274.000000 35759.000000
478 1525 -1 -1 1086.190000 47619.000000 34466.000000
479 712 -1 -1 839.500000 45985.000000 41895.000000
480 1526 -1 -1 1775.950000 59656.000000 53477.000000
481 1527 -1 -1 1627.450000 53091.000000 57897.000000
482 1528 -1 -1 31.580000 39485.000000 58617.000000
483 742 -1 -1 858.600000 38341.000000 67384.000000
484 1529 -1 -1 316.650000 51456.000000 60767.000000
485 1530 -1 -1 26.500000 59938.000000 68749.000000
486 2000 -1 -1 151.725000 50865.000000 73226.000000
487 708 -1 -1 759.700000 51985.000000 69053.000000
488 678 -1 -1 551.200000 65312.000000 58192.000000
489 1531 -1 -1 66.000000 66217.000000 59784.000000
