Resistance per unit length (ohm/um): 0.0165
Capacitance per unit length (F/um): 1.8400e-016
Sink node capacitance (F): 2.500000e-016
Buffer output resistance (ohm): 0.01
Sinkcount: 1903
Nodecount: 6485

%thisnode  parnode  lcnode  rcnode  length(um)  xloc(um)  yloc(um)

92 3864 -1 -1 216.970000 43621.000000 44672.000000
93 3865 -1 -1 259.980000 59673.000000 57134.000000
94 2012 -1 -1 374.600000 57790.000000 74260.000000
95 3866 -1 -1 304.660000 50743.000000 86715.000000
96 2380 -1 -1 787.400000 36386.000000 89499.000000
97 3867 -1 -1 72.020000 24512.000000 107526.000000
98 3868 -1 -1 1295.440000 15224.000000 98126.000000
99 3869 -1 -1 800.180000 21376.000000 100032.000000
100 2637 -1 -1 4141.300000 11244.000000 117933.000000
101 3870 -1 -1 8124.870000 5977.000000 110014.000000
102 3871 -1 -1 1283.060000 33734.000000 125389.000000
103 3872 -1 -1 76.370000 30134.000000 124442.000000
104 3873 -1 -1 166.000000 43289.000000 112473.000000
105 3874 -1 -1 529.570000 36748.000000 114997.000000
106 2470 -1 -1 1070.000000 49556.000000 119718.000000
107 2942 -1 -1 1187.600000 60437.000000 125774.000000
108 3875 -1 -1 38.500000 48985.000000 110993.000000
109 3876 -1 -1 200.160000 36242.000000 118978.000000
110 3877 -1 -1 631.000000 49731.000000 100090.000000
111 1919 -1 -1 118.600000 49886.000000 87243.000000
112 3878 -1 -1 723.000000 40799.000000 70034.000000
113 3879 -1 -1 559.500000 54057.000000 68271.000000
114 2498 -1 -1 1498.700000 44979.000000 60616.000000
115 2571 -1 -1 1193.400000 49742.000000 65466.000000
116 2240 -1 -1 776.600000 61755.000000 64076.000000
117 3880 -1 -1 449.630000 64754.000000 54520.000000
118 3881 -1 -1 1205.000000 57719.000000 52559.000000
119 3882 -1 -1 481.540000 50298.000000 56902.000000
120 3883 -1 -1 1296.310000 63446.000000 55686.000000
121 3884 -1 -1 215.350000 57921.000000 73670.000000
122 6314 -1 -1 35.000000 48818.000000 63524.000000
123 3886 -1 -1 744.340000 34463.000000 47589.000000
124 3887 -1 -1 39.640000 48284.000000 41623.000000
125 3888 -1 -1 477.170000 64680.000000 59465.000000
126 3889 -1 -1 465.000000 70052.000000 70272.000000
127 3890 -1 -1 16.000000 55491.000000 65032.000000
128 3891 -1 -1 1063.120000 57361.000000 71804.000000
129 2094 -1 -1 409.300000 45592.000000 90202.000000
130 3892 -1 -1 1301.020000 49585.000000 102701.000000
131 1988 -1 -1 284.100000 31466.000000 90630.000000
132 3893 -1 -1 996.000000 35532.000000 88503.000000
133 3894 -1 -1 295.690000 25523.000000 91068.000000
134 3895 -1 -1 3049.000000 18725.000000 88407.000000
135 3896 -1 -1 780.710000 26852.000000 83093.000000
136 3897 -1 -1 155.360000 35061.000000 64105.000000
137 3898 -1 -1 656.700000 23237.000000 49604.000000
138 3899 -1 -1 310.110000 38968.000000 56018.000000
139 3900 -1 -1 329.000000 23146.000000 69711.000000
140 3901 -1 -1 890.790000 37261.000000 68351.000000
141 3902 -1 -1 767.820000 22951.000000 67921.000000
142 3903 -1 -1 126.030000 17252.000000 52511.000000
143 3904 -1 -1 688.030000 30861.000000 46139.000000
144 3905 -1 -1 133.600000 25199.000000 52016.000000
145 3906 -1 -1 1891.000000 15143.000000 46650.000000
146 3907 -1 -1 242.000000 3394.000000 30446.000000
147 3908 -1 -1 248.440000 27655.000000 21466.000000
148 3909 -1 -1 1211.400000 36233.000000 9168.000000
149 3910 -1 -1 62.940000 32506.000000 9973.000000
150 3911 -1 -1 1916.060000 15827.000000 5041.000000
151 2614 -1 -1 2064.500000 20966.000000 9779.000000
152 3912 -1 -1 32.000000 10359.000000 23126.000000
153 3913 -1 -1 1902.970000 12838.000000 19973.000000
154 2574 -1 -1 1596.100000 752.000000 30204.000000
155 3091 -1 -1 5156.200000 5053.000000 11335.000000
156 3914 -1 -1 1197.260000 23088.000000 3570.000000
157 2627 -1 -1 2066.600000 7123.000000 31221.000000
158 2361 -1 -1 1032.400000 25721.000000 32928.000000
159 3915 -1 -1 373.540000 42398.000000 49954.000000
160 3916 -1 -1 638.590000 25628.000000 31257.000000
161 3917 -1 -1 7.400000 31197.000000 33523.000000
162 2236 -1 -1 732.300000 39626.000000 44230.000000
163 3918 -1 -1 658.790000 54550.000000 29682.000000
164 3919 -1 -1 260.360000 50549.000000 15887.000000
165 2547 -1 -1 1416.700000 52548.000000 10303.000000
166 2593 -1 -1 1637.600000 36132.000000 33388.000000
167 2118 -1 -1 486.500000 42241.000000 50814.000000
168 3920 -1 -1 182.740000 42844.000000 55866.000000
169 3921 -1 -1 571.260000 44690.000000 58546.000000
170 2464 -1 -1 851.000000 57754.000000 63505.000000
171 3922 -1 -1 1599.380000 48981.000000 54986.000000
172 2516 -1 -1 1448.500000 66249.000000 73940.000000
173 3923 -1 -1 447.190000 56495.000000 88770.000000
174 3924 -1 -1 471.630000 73710.000000 80554.000000
175 3925 -1 -1 261.280000 70981.000000 93383.000000
176 3926 -1 -1 101.850000 86581.000000 108844.000000
177 2232 -1 -1 600.300000 85984.000000 110847.000000
178 2125 -1 -1 663.100000 100416.000000 94688.000000
179 3927 -1 -1 419.760000 112536.000000 99660.000000
180 3928 -1 -1 359.500000 117085.000000 98649.000000
181 2425 -1 -1 1022.100000 115403.000000 107913.000000
182 2318 -1 -1 623.900000 98032.000000 115397.000000
183 3929 -1 -1 153.000000 90060.000000 125147.000000
184 3930 -1 -1 238.450000 95577.000000 124723.000000
185 2089 -1 -1 421.300000 81738.000000 112505.000000
186 2182 -1 -1 462.600000 96944.000000 101171.000000
187 2202 -1 -1 597.800000 98394.000000 109340.000000
188 2852 -1 -1 1455.700000 84469.000000 112053.000000
189 3931 -1 -1 199.140000 79270.000000 106980.000000
190 3932 -1 -1 339.000000 66428.000000 92345.000000
191 3933 -1 -1 914.610000 69952.000000 100558.000000
192 3934 -1 -1 18.320000 62274.000000 110856.000000
193 3935 -1 -1 46.500000 43301.000000 93959.000000
194 3936 -1 -1 202.130000 46915.000000 101803.000000
195 3937 -1 -1 389.760000 45850.000000 114855.000000
196 3938 -1 -1 386.550000 33888.000000 118925.000000
197 2335 -1 -1 715.000000 45541.000000 107462.000000
198 3939 -1 -1 357.790000 64285.000000 104200.000000
199 3940 -1 -1 230.530000 55150.000000 114785.000000
200 2420 -1 -1 1190.000000 42158.000000 125122.000000
201 3941 -1 -1 95.650000 43346.000000 117219.000000
202 3942 -1 -1 873.000000 48930.000000 122126.000000
203 2070 -1 -1 342.800000 47347.000000 122999.000000
204 3943 -1 -1 441.000000 36328.000000 113819.000000
205 3944 -1 -1 153.500000 49867.000000 123772.000000
206 3945 -1 -1 434.870000 62082.000000 106654.000000
207 2484 -1 -1 1305.000000 43644.000000 121607.000000
208 2160 -1 -1 441.200000 59868.000000 124153.000000
209 3946 -1 -1 1162.200000 57163.000000 108273.000000
210 3947 -1 -1 994.930000 51201.000000 100692.000000
211 2410 -1 -1 1015.200000 46393.000000 113450.000000
212 3948 -1 -1 404.710000 31905.000000 110085.000000
213 3949 -1 -1 584.900000 37085.000000 124813.000000
214 3950 -1 -1 701.080000 26165.000000 108963.000000
215 3951 -1 -1 629.310000 26038.000000 90143.000000
216 3952 -1 -1 159.230000 30710.000000 102588.000000
217 3027 -1 -1 1880.900000 30345.000000 115644.000000
218 2320 -1 -1 764.800000 35604.000000 119943.000000
219 2715 -1 -1 1530.000000 24177.000000 106050.000000
220 3953 -1 -1 17.980000 25698.000000 107616.000000
221 3954 -1 -1 265.500000 37911.000000 123420.000000
222 3955 -1 -1 397.020000 43037.000000 105157.000000
223 2974 -1 -1 1647.100000 34667.000000 111655.000000
224 3956 -1 -1 70.990000 44564.000000 122983.000000
225 3957 -1 -1 338.620000 50959.000000 112704.000000
226 3958 -1 -1 171.290000 50067.000000 93767.000000
227 3959 -1 -1 146.000000 45190.000000 93526.000000
228 3960 -1 -1 1029.000000 32236.000000 79498.000000
229 3961 -1 -1 19.670000 44904.000000 73090.000000
230 3962 -1 -1 228.340000 50613.000000 87248.000000
231 2267 -1 -1 644.200000 60935.000000 94572.000000
232 2818 -1 -1 1325.300000 69581.000000 87976.000000
233 3963 -1 -1 11.000000 56798.000000 92057.000000
234 3964 -1 -1 25.920000 58395.000000 86987.000000
235 3965 -1 -1 46.000000 42018.000000 69265.000000
236 3966 -1 -1 2312.070000 45995.000000 69697.000000
237 6315 -1 -1 132.000000 63726.000000 84299.000000
238 3967 -1 -1 1437.000000 51123.000000 66903.000000
239 3968 -1 -1 237.080000 37468.000000 81218.000000
240 3969 -1 -1 157.870000 30291.000000 82196.000000
241 3970 -1 -1 47.500000 12109.000000 74448.000000
242 3971 -1 -1 866.010000 24716.000000 56299.000000
243 2513 -1 -1 1452.500000 17455.000000 44414.000000
244 3972 -1 -1 705.970000 24406.000000 53172.000000
245 6316 -1 -1 1041.000000 37962.000000 64600.000000
246 2499 -1 -1 1073.400000 36120.000000 60959.000000
247 3973 -1 -1 4133.490000 19004.000000 56001.000000
248 2636 -1 -1 3570.000000 5465.000000 57487.000000
249 3974 -1 -1 487.000000 14017.000000 64366.000000
250 3975 -1 -1 747.000000 35207.000000 83114.000000
251 3976 -1 -1 689.820000 29571.000000 64637.000000
252 3977 -1 -1 1767.130000 28514.000000 70872.000000
253 3978 -1 -1 1718.280000 44486.000000 88893.000000
254 3979 -1 -1 170.000000 62521.000000 93226.000000
255 2348 -1 -1 849.300000 58499.000000 92068.000000
256 2207 -1 -1 533.000000 71841.000000 108114.000000
257 3980 -1 -1 1997.400000 83931.000000 125908.000000
258 2164 -1 -1 589.300000 90324.000000 109184.000000
259 1957 -1 -1 311.900000 92670.000000 107943.000000
260 3981 -1 -1 411.500000 86239.000000 104414.000000
261 3982 -1 -1 2962.110000 91057.000000 114303.000000
262 3983 -1 -1 91.000000 80326.000000 102611.000000
263 3984 -1 -1 107.000000 93041.000000 89322.000000
264 3985 -1 -1 253.500000 98266.000000 75019.000000
265 3986 -1 -1 553.000000 85711.000000 75740.000000
266 3987 -1 -1 781.710000 85856.000000 70755.000000
267 3988 -1 -1 359.620000 76010.000000 58813.000000
268 3989 -1 -1 655.190000 70262.000000 72308.000000
269 1937 -1 -1 176.100000 89148.000000 69104.000000
270 3990 -1 -1 11.000000 82401.000000 78515.000000
271 1950 -1 -1 222.500000 87820.000000 73698.000000
272 2897 -1 -1 884.200000 105974.000000 77197.000000
273 3991 -1 -1 2849.080000 124051.000000 74363.000000
274 2479 -1 -1 1191.000000 125792.000000 57708.000000
275 3992 -1 -1 0.500000 117481.000000 47546.000000
276 3993 -1 -1 2550.910000 115131.000000 56574.000000
277 2258 -1 -1 727.100000 113403.000000 74803.000000
278 2437 -1 -1 1162.000000 110934.000000 68239.000000
279 3994 -1 -1 598.000000 111933.000000 61513.000000
280 2252 -1 -1 609.700000 96893.000000 67086.000000
281 1931 -1 -1 171.800000 80570.000000 59032.000000
282 3995 -1 -1 136.670000 91434.000000 50084.000000
283 3996 -1 -1 2107.810000 100221.000000 40165.000000
284 2580 -1 -1 1463.800000 112689.000000 28172.000000
285 2298 -1 -1 736.700000 95254.000000 36381.000000
286 6317 -1 -1 83.350000 106242.000000 28774.000000
287 3998 -1 -1 78.500000 121390.000000 42513.000000
288 3999 -1 -1 195.370000 107105.000000 37513.000000
289 2174 -1 -1 671.200000 101133.000000 54266.000000
290 4000 -1 -1 515.710000 116718.000000 37406.000000
291 2306 -1 -1 838.500000 104178.000000 23271.000000
292 4001 -1 -1 702.590000 119738.000000 39044.000000
293 4002 -1 -1 1676.480000 105601.000000 44557.000000
294 4003 -1 -1 363.970000 120484.000000 43490.000000
295 4004 -1 -1 801.470000 118232.000000 44266.000000
296 4005 -1 -1 171.350000 117457.000000 36982.000000
297 2584 -1 -1 1155.700000 109671.000000 25798.000000
298 4006 -1 -1 1754.260000 94604.000000 21976.000000
299 2412 -1 -1 1015.100000 81370.000000 31228.000000
300 4007 -1 -1 1112.480000 82100.000000 37017.000000
301 2029 -1 -1 360.400000 83319.000000 51263.000000
302 4008 -1 -1 1938.000000 96020.000000 62021.000000
303 2097 -1 -1 431.000000 92206.000000 79892.000000
304 4009 -1 -1 393.350000 81004.000000 93598.000000
305 4010 -1 -1 744.400000 69468.000000 94251.000000
306 4011 -1 -1 141.500000 84857.000000 81846.000000
307 4012 -1 -1 70.980000 100513.000000 84451.000000
308 4013 -1 -1 60.580000 111130.000000 91227.000000
309 4014 -1 -1 66.540000 92610.000000 103817.000000
310 4015 -1 -1 1010.730000 80853.000000 98091.000000
311 4016 -1 -1 544.890000 77997.000000 112629.000000
312 4017 -1 -1 191.890000 88952.000000 117457.000000
313 4018 -1 -1 110.690000 72348.000000 101694.000000
314 4019 -1 -1 587.910000 90845.000000 94872.000000
315 4020 -1 -1 385.420000 86230.000000 95561.000000
316 4021 -1 -1 123.760000 78327.000000 92591.000000
317 2812 -1 -1 979.900000 78901.000000 86229.000000
318 2255 -1 -1 627.100000 95814.000000 71437.000000
319 4022 -1 -1 156.820000 106195.000000 57222.000000
320 4023 -1 -1 578.140000 100250.000000 50297.000000
321 4024 -1 -1 114.610000 102817.000000 59562.000000
322 4025 -1 -1 652.500000 109096.000000 60735.000000
323 4026 -1 -1 42.710000 110169.000000 64353.000000
324 4027 -1 -1 206.000000 105242.000000 67419.000000
325 4028 -1 -1 105.370000 90102.000000 84916.000000
326 4029 -1 -1 93.000000 83573.000000 75466.000000
327 2151 -1 -1 709.300000 92296.000000 85635.000000
328 4030 -1 -1 140.000000 99829.000000 93669.000000
329 4031 -1 -1 170.930000 93901.000000 93037.000000
330 4032 -1 -1 308.000000 106152.000000 105506.000000
331 2536 -1 -1 1416.200000 111806.000000 101496.000000
332 4033 -1 -1 119.890000 104975.000000 84719.000000
333 4034 -1 -1 366.660000 115660.000000 88689.000000
334 4035 -1 -1 831.550000 106301.000000 107657.000000
335 2016 -1 -1 424.100000 94047.000000 92442.000000
336 4036 -1 -1 561.510000 96173.000000 89744.000000
337 2407 -1 -1 1056.900000 90661.000000 76722.000000
338 4037 -1 -1 262.000000 90196.000000 90278.000000
339 4038 -1 -1 977.160000 99032.000000 78861.000000
340 4039 -1 -1 162.480000 83904.000000 60648.000000
341 4040 -1 -1 382.060000 95031.000000 67133.000000
342 4041 -1 -1 31.260000 84534.000000 49123.000000
343 2056 -1 -1 537.400000 72634.000000 60842.000000
344 4042 -1 -1 725.130000 81999.000000 46620.000000
345 4043 -1 -1 1156.930000 96646.000000 39191.000000
346 4044 -1 -1 888.000000 115027.000000 52933.000000
347 4045 -1 -1 523.000000 106286.000000 42118.000000
348 4046 -1 -1 1598.440000 104355.000000 49883.000000
349 2121 -1 -1 447.900000 95865.000000 47438.000000
350 4047 -1 -1 887.010000 99232.000000 48912.000000
351 4048 -1 -1 335.660000 107878.000000 42466.000000
352 4049 -1 -1 715.460000 98745.000000 44570.000000
353 2613 -1 -1 1982.900000 112199.000000 53821.000000
354 1987 -1 -1 271.100000 94851.000000 53390.000000
355 2177 -1 -1 533.700000 85148.000000 48558.000000
356 4050 -1 -1 1483.120000 86707.000000 43059.000000
357 4051 -1 -1 98.610000 77781.000000 50221.000000
358 2127 -1 -1 525.500000 64395.000000 36407.000000
359 4052 -1 -1 15.000000 79155.000000 33149.000000
360 4053 -1 -1 412.000000 91594.000000 14212.000000
361 4054 -1 -1 249.180000 102544.000000 27798.000000
362 4055 -1 -1 1180.540000 99443.000000 46466.000000
363 4056 -1 -1 733.160000 83326.000000 59540.000000
364 4057 -1 -1 845.000000 84963.000000 74528.000000
365 4058 -1 -1 705.280000 71081.000000 60770.000000
366 2228 -1 -1 628.100000 53297.000000 67616.000000
367 4059 -1 -1 285.000000 64405.000000 84584.000000
368 4060 -1 -1 640.000000 74540.000000 69122.000000
369 2409 -1 -1 797.800000 72420.000000 87464.000000
370 4061 -1 -1 271.000000 74648.000000 99198.000000
371 2432 -1 -1 1007.200000 63649.000000 102835.000000
372 4062 -1 -1 119.000000 52026.000000 84326.000000
373 4063 -1 -1 141.940000 60930.000000 68748.000000
374 4064 -1 -1 620.510000 42469.000000 73853.000000
375 2065 -1 -1 394.900000 53357.000000 84123.000000
376 4065 -1 -1 405.290000 69713.000000 95657.000000
377 4066 -1 -1 326.650000 66989.000000 99252.000000
378 4067 -1 -1 290.720000 71396.000000 93935.000000
379 2141 -1 -1 555.500000 88167.000000 105543.000000
380 2431 -1 -1 897.600000 94995.000000 100333.000000
381 2575 -1 -1 1532.700000 91988.000000 103172.000000
382 4068 -1 -1 1042.000000 106950.000000 113435.000000
383 4069 -1 -1 339.690000 101406.000000 110783.000000
384 4070 -1 -1 12.500000 107480.000000 110008.000000
385 2392 -1 -1 716.700000 121114.000000 101922.000000
386 2288 -1 -1 559.900000 106929.000000 91779.000000
387 6318 -1 -1 470.350000 95962.000000 97957.000000
388 2845 -1 -1 1218.700000 83564.000000 89496.000000
389 4071 -1 -1 76.000000 73319.000000 78758.000000
390 1990 -1 -1 308.000000 64524.000000 93892.000000
391 4072 -1 -1 150.420000 49866.000000 86974.000000
392 4073 -1 -1 219.000000 52030.000000 75970.000000
393 2473 -1 -1 1201.400000 33456.000000 78469.000000
394 4074 -1 -1 1886.550000 35709.000000 67995.000000
395 4075 -1 -1 147.720000 44846.000000 52108.000000
396 2031 -1 -1 325.100000 52090.000000 43654.000000
397 4076 -1 -1 849.340000 49929.000000 43280.000000
398 4077 -1 -1 375.900000 61006.000000 49555.000000
399 4078 -1 -1 557.000000 60956.000000 64633.000000
400 2090 -1 -1 349.800000 42340.000000 51872.000000
401 4079 -1 -1 163.610000 57092.000000 43500.000000
402 4080 -1 -1 82.460000 50906.000000 56338.000000
403 4081 -1 -1 833.000000 53095.000000 69650.000000
404 4082 -1 -1 828.000000 44731.000000 66169.000000
405 2180 -1 -1 522.300000 45569.000000 52778.000000
406 4083 -1 -1 348.180000 29108.000000 65675.000000
407 2430 -1 -1 1317.300000 42348.000000 57366.000000
408 4084 -1 -1 1627.000000 34323.000000 41087.000000
409 4085 -1 -1 611.000000 15619.000000 43803.000000
410 4086 -1 -1 567.950000 36071.000000 46951.000000
411 4087 -1 -1 36.000000 46812.000000 45804.000000
412 4088 -1 -1 31.000000 63400.000000 57517.000000
413 4089 -1 -1 47.070000 55781.000000 52374.000000
414 4090 -1 -1 389.000000 45502.000000 57914.000000
415 4091 -1 -1 841.450000 41137.000000 45246.000000
416 4092 -1 -1 39.500000 45845.000000 35165.000000
417 2497 -1 -1 1030.200000 32121.000000 19276.000000
418 2615 -1 -1 1720.200000 18640.000000 14409.000000
419 4093 -1 -1 160.770000 31134.000000 14523.000000
420 2242 -1 -1 757.200000 26722.000000 12498.000000
421 4094 -1 -1 1270.030000 12097.000000 4191.000000
422 4095 -1 -1 4447.760000 4885.000000 1731.000000
423 2305 -1 -1 721.900000 37236.000000 13158.000000
424 4096 -1 -1 712.920000 43944.000000 21927.000000
425 4097 -1 -1 361.500000 54739.000000 39490.000000
426 2423 -1 -1 907.700000 37179.000000 42714.000000
427 2338 -1 -1 1001.300000 23213.000000 51262.000000
428 4098 -1 -1 59.400000 23579.000000 65377.000000
429 4099 -1 -1 955.000000 41044.000000 72530.000000
430 2227 -1 -1 648.000000 59275.000000 56226.000000
431 2518 -1 -1 1154.000000 62374.000000 44344.000000
432 4100 -1 -1 125.170000 68241.000000 37347.000000
433 6319 -1 -1 799.350000 69543.000000 29490.000000
434 4101 -1 -1 404.000000 80185.000000 47385.000000
435 2055 -1 -1 485.700000 86658.000000 57027.000000
436 4102 -1 -1 642.940000 95341.000000 68158.000000
437 2333 -1 -1 843.900000 77103.000000 84370.000000
438 2386 -1 -1 877.400000 73197.000000 81903.000000
439 4103 -1 -1 469.210000 59708.000000 77852.000000
440 4104 -1 -1 113.170000 51161.000000 72984.000000
441 4105 -1 -1 1088.470000 60056.000000 90260.000000
442 1982 -1 -1 203.600000 52489.000000 94356.000000
443 2611 -1 -1 2164.200000 68289.000000 80709.000000
444 2243 -1 -1 782.400000 82519.000000 96747.000000
445 2810 -1 -1 970.200000 79013.000000 100212.000000
446 4106 -1 -1 219.560000 94385.000000 93313.000000
447 4107 -1 -1 647.800000 112812.000000 87224.000000
448 4108 -1 -1 1136.910000 119954.000000 96276.000000
449 1911 -1 -1 119.800000 112993.000000 110886.000000
450 2341 -1 -1 593.800000 121251.000000 97434.000000
451 2566 -1 -1 1239.100000 108678.000000 112393.000000
452 6320 -1 -1 1445.650000 122665.000000 99873.000000
453 4110 -1 -1 322.270000 122865.000000 84972.000000
454 4111 -1 -1 288.300000 105128.000000 103345.000000
455 2189 -1 -1 679.800000 95962.000000 99167.000000
456 4112 -1 -1 452.380000 85118.000000 91314.000000
457 4113 -1 -1 80.500000 102776.000000 82839.000000
458 4114 -1 -1 106.000000 108007.000000 66300.000000
459 4115 -1 -1 46.500000 117340.000000 67413.000000
460 4116 -1 -1 420.000000 105436.000000 61912.000000
461 4117 -1 -1 94.880000 91104.000000 66363.000000
462 1947 -1 -1 202.800000 108331.000000 66406.000000
463 4118 -1 -1 28.000000 103917.000000 59728.000000
464 4119 -1 -1 1896.870000 121661.000000 55205.000000
465 3047 -1 -1 2295.700000 113934.000000 60563.000000
466 4120 -1 -1 679.000000 112674.000000 74124.000000
467 2609 -1 -1 1865.700000 125742.000000 86295.000000
468 4121 -1 -1 450.990000 121130.000000 84650.000000
469 2728 -1 -1 1940.200000 107004.000000 73342.000000
470 4122 -1 -1 573.010000 109575.000000 71517.000000
471 4123 -1 -1 1892.950000 94048.000000 74408.000000
472 4124 -1 -1 822.950000 94748.000000 75478.000000
473 2480 -1 -1 1243.800000 80814.000000 91332.000000
474 4125 -1 -1 932.980000 94489.000000 105882.000000
475 4126 -1 -1 676.360000 97002.000000 100032.000000
476 4127 -1 -1 223.570000 103224.000000 115289.000000
477 2310 -1 -1 786.600000 86252.000000 122766.000000
478 2752 -1 -1 1712.400000 94755.000000 117077.000000
479 4128 -1 -1 410.760000 93143.000000 120375.000000
480 2078 -1 -1 406.300000 101577.000000 110037.000000
481 4129 -1 -1 129.980000 95506.000000 106685.000000
482 4130 -1 -1 472.450000 98431.000000 123999.000000
483 2869 -1 -1 1323.900000 91346.000000 106908.000000
484 4131 -1 -1 409.350000 86620.000000 123962.000000
485 4132 -1 -1 225.100000 98779.000000 116246.000000
