Resistance per unit length (ohm/um): 0.0165
Capacitance per unit length (F/um): 1.8400e-016
Sink node capacitance (F): 2.500000e-016
Buffer output resistance (ohm): 0.01
Sinkcount: 862
Nodecount: 2998

%thisnode  parnode  lcnode  rcnode  length(um)  xloc(um)  yloc(um)

40 1748 -1 -1 2174.070000 85310.000000 84482.000000
41 1749 -1 -1 2360.000000 92782.000000 90794.000000
42 1750 -1 -1 488.000000 94169.000000 86787.000000
43 1751 -1 -1 351.000000 93405.000000 77872.000000
44 1173 -1 -1 2339.200000 90076.000000 88434.000000
45 2881 -1 -1 644.850000 75679.000000 75486.000000
46 1753 -1 -1 257.400000 65623.000000 61680.000000
47 1754 -1 -1 54.650000 75373.000000 51864.000000
48 1260 -1 -1 1281.300000 87790.000000 56792.000000
49 920 -1 -1 384.800000 89159.000000 45536.000000
50 922 -1 -1 515.800000 79464.000000 59766.000000
51 1755 -1 -1 133.000000 80765.000000 68046.000000
52 1756 -1 -1 608.320000 68943.000000 70175.000000
53 1068 -1 -1 782.900000 75788.000000 64542.000000
54 1757 -1 -1 65.500000 90267.000000 75672.000000
55 1129 -1 -1 1359.300000 96445.000000 87275.000000
56 1060 -1 -1 948.900000 84510.000000 74143.000000
57 1758 -1 -1 66.500000 70143.000000 85444.000000
58 1759 -1 -1 57.000000 72039.000000 92002.000000
59 1760 -1 -1 1062.190000 73515.000000 86092.000000
60 1761 -1 -1 1001.810000 74250.000000 88156.000000
61 1762 -1 -1 106.000000 82436.000000 78206.000000
62 1763 -1 -1 272.500000 91298.000000 72285.000000
63 1026 -1 -1 892.900000 83791.000000 58555.000000
64 1764 -1 -1 34.600000 71641.000000 44533.000000
65 1133 -1 -1 1747.500000 77855.000000 57011.000000
66 1765 -1 -1 593.230000 74926.000000 45300.000000
67 1766 -1 -1 10.000000 63608.000000 34000.000000
68 1767 -1 -1 314.620000 78258.000000 39117.000000
69 1158 -1 -1 1800.700000 79555.000000 31137.000000
70 1087 -1 -1 876.900000 70842.000000 38430.000000
71 1768 -1 -1 577.490000 81345.000000 39235.000000
72 2882 -1 -1 1208.775000 75145.000000 34216.000000
73 1769 -1 -1 389.000000 69179.000000 38819.000000
74 904 -1 -1 374.000000 72502.000000 46012.000000
75 1770 -1 -1 818.490000 81640.000000 44774.000000
76 1771 -1 -1 4038.830000 93600.000000 55201.000000
77 1772 -1 -1 853.000000 79979.000000 69032.000000
78 1773 -1 -1 577.610000 68185.000000 82740.000000
79 1774 -1 -1 808.100000 81531.000000 83025.000000
80 1775 -1 -1 377.120000 73977.000000 89014.000000
81 1112 -1 -1 1295.400000 64808.000000 87432.000000
82 1095 -1 -1 1206.900000 59833.000000 93759.000000
83 1776 -1 -1 40.390000 67814.000000 82122.000000
84 1777 -1 -1 4.000000 60033.000000 90158.000000
85 1778 -1 -1 699.000000 66576.000000 88131.000000
86 1779 -1 -1 362.650000 55788.000000 85059.000000
87 1780 -1 -1 469.290000 60101.000000 85046.000000
88 1781 -1 -1 438.680000 53266.000000 87713.000000
89 1437 -1 -1 1918.500000 55253.000000 87495.000000
90 1194 -1 -1 5114.200000 43183.000000 93286.000000
91 1782 -1 -1 115.970000 39236.000000 79381.000000
92 972 -1 -1 616.800000 29454.000000 75508.000000
93 1172 -1 -1 2381.200000 23515.000000 64944.000000
94 1783 -1 -1 1541.890000 11317.000000 61267.000000
95 1784 -1 -1 549.000000 18397.000000 49483.000000
96 1785 -1 -1 203.530000 21809.000000 41625.000000
97 1786 -1 -1 2291.380000 20822.000000 52564.000000
98 1787 -1 -1 126.500000 14706.000000 42221.000000
99 1788 -1 -1 242.000000 2673.000000 48384.000000
100 1170 -1 -1 2515.100000 11903.000000 57210.000000
101 994 -1 -1 853.900000 12860.000000 47599.000000
102 1789 -1 -1 750.750000 1271.000000 42904.000000
103 1790 -1 -1 164.870000 15261.000000 46910.000000
104 1791 -1 -1 4076.080000 5026.000000 53453.000000
105 1792 -1 -1 2334.790000 16752.000000 49014.000000
106 1793 -1 -1 2669.480000 18691.000000 62484.000000
107 1794 -1 -1 1890.350000 5523.000000 60431.000000
108 1795 -1 -1 957.850000 2714.000000 66904.000000
109 944 -1 -1 463.700000 23018.000000 76010.000000
110 1796 -1 -1 3145.150000 10232.000000 67738.000000
111 1797 -1 -1 4268.150000 5945.000000 72130.000000
112 1798 -1 -1 948.000000 10944.000000 77775.000000
113 1799 -1 -1 2678.000000 26784.000000 69349.000000
114 908 -1 -1 253.400000 29130.000000 65393.000000
115 1800 -1 -1 1384.000000 32854.000000 77935.000000
116 1801 -1 -1 553.000000 40764.000000 77836.000000
117 1165 -1 -1 1830.300000 30104.000000 79319.000000
118 1179 -1 -1 4085.400000 26757.000000 83475.000000
119 1163 -1 -1 2418.300000 34995.000000 80767.000000
120 1802 -1 -1 435.370000 46302.000000 80450.000000
121 917 -1 -1 283.600000 54864.000000 85988.000000
122 1803 -1 -1 724.610000 65696.000000 72989.000000
123 1804 -1 -1 1065.710000 59256.000000 86581.000000
124 1805 -1 -1 28.360000 54385.000000 85676.000000
125 1806 -1 -1 621.210000 42952.000000 75588.000000
126 1070 -1 -1 955.800000 35224.000000 88395.000000
127 869 -1 -1 136.800000 30103.000000 75683.000000
128 2883 -1 -1 145.150000 40279.000000 74696.000000
129 1808 -1 -1 600.000000 28000.000000 67271.000000
130 1809 -1 -1 3384.520000 17287.000000 56430.000000
131 1169 -1 -1 2313.200000 14514.000000 68570.000000
132 1099 -1 -1 1110.400000 9626.000000 76827.000000
133 1810 -1 -1 753.000000 27758.000000 64191.000000
134 1811 -1 -1 344.000000 35541.000000 61308.000000
135 1812 -1 -1 142.140000 48881.000000 61716.000000
136 1813 -1 -1 281.000000 36189.000000 69064.000000
137 1144 -1 -1 1865.700000 41687.000000 56819.000000
138 1814 -1 -1 554.000000 52106.000000 69144.000000
139 1057 -1 -1 761.400000 56892.000000 54827.000000
140 1815 -1 -1 394.680000 68508.000000 44510.000000
141 904 -1 -1 271.000000 71857.000000 46012.000000
142 1816 -1 -1 103.070000 57788.000000 56994.000000
143 1817 -1 -1 101.170000 57643.000000 66212.000000
144 1818 -1 -1 2956.030000 70449.000000 68544.000000
145 1819 -1 -1 94.000000 82803.000000 69463.000000
146 1820 -1 -1 1648.680000 70251.000000 72432.000000
147 1821 -1 -1 976.190000 60573.000000 66265.000000
148 1822 -1 -1 219.630000 56113.000000 55808.000000
149 1823 -1 -1 3.500000 70644.000000 64613.000000
150 946 -1 -1 490.900000 81850.000000 70307.000000
151 1092 -1 -1 1324.300000 93498.000000 64749.000000
152 1824 -1 -1 520.250000 95064.000000 59885.000000
153 1825 -1 -1 668.770000 90162.000000 69428.000000
154 1826 -1 -1 576.050000 82870.000000 77032.000000
155 899 -1 -1 242.300000 83056.000000 82251.000000
156 1827 -1 -1 267.880000 74275.000000 89659.000000
157 1828 -1 -1 586.500000 78763.000000 95403.000000
158 1829 -1 -1 66.500000 69309.000000 85311.000000
159 1830 -1 -1 1022.710000 73204.000000 77788.000000
160 867 -1 -1 100.200000 61134.000000 67516.000000
161 1831 -1 -1 7.160000 66947.000000 54163.000000
162 1832 -1 -1 469.880000 77392.000000 64855.000000
163 1833 -1 -1 3338.470000 88846.000000 62222.000000
164 1834 -1 -1 298.080000 92112.000000 69009.000000
165 1835 -1 -1 154.000000 80924.000000 61429.000000
166 1379 -1 -1 2663.300000 70051.000000 59751.000000
167 1836 -1 -1 24.720000 75862.000000 47942.000000
168 1837 -1 -1 171.000000 77318.000000 41373.000000
169 1838 -1 -1 122.500000 78576.000000 53189.000000
170 1839 -1 -1 338.010000 73801.000000 67669.000000
171 1840 -1 -1 728.530000 83550.000000 73323.000000
172 2884 -1 -1 129.150000 87404.000000 74712.000000
173 1841 -1 -1 272.500000 92388.000000 72830.000000
174 1842 -1 -1 86.720000 92756.000000 63338.000000
175 1843 -1 -1 223.000000 87163.000000 58778.000000
176 1844 -1 -1 27.790000 94566.000000 58060.000000
177 1845 -1 -1 152.000000 79898.000000 48514.000000
178 1037 -1 -1 780.800000 67757.000000 54951.000000
179 1846 -1 -1 183.000000 66238.000000 48076.000000
180 1847 -1 -1 651.000000 53704.000000 51049.000000
181 1848 -1 -1 514.000000 64048.000000 49072.000000
182 1849 -1 -1 132.000000 68936.000000 36339.000000
183 1850 -1 -1 1639.490000 64449.000000 45831.000000
184 1476 -1 -1 2741.200000 62688.000000 47319.000000
185 1851 -1 -1 107.600000 55770.000000 61829.000000
186 1852 -1 -1 1275.260000 50772.000000 71954.000000
187 879 -1 -1 197.400000 60765.000000 82245.000000
188 1853 -1 -1 163.100000 58981.000000 95129.000000
189 1854 -1 -1 269.320000 53523.000000 87005.000000
190 1116 -1 -1 1339.100000 41615.000000 83921.000000
191 1855 -1 -1 337.690000 52735.000000 78135.000000
192 1856 -1 -1 462.140000 48298.000000 92178.000000
193 1162 -1 -1 1911.800000 44490.000000 84035.000000
194 1857 -1 -1 857.000000 54175.000000 90703.000000
195 1003 -1 -1 873.300000 52938.000000 76924.000000
196 1858 -1 -1 5.720000 50923.000000 73078.000000
197 1859 -1 -1 2.000000 62176.000000 64522.000000
198 1860 -1 -1 1025.000000 62228.000000 68759.000000
199 1299 -1 -1 2338.500000 72391.000000 82171.000000
200 947 -1 -1 555.000000 70907.000000 69306.000000
201 1861 -1 -1 46.410000 75570.000000 81941.000000
202 1149 -1 -1 1571.700000 69597.000000 75657.000000
203 1862 -1 -1 2.810000 54833.000000 80173.000000
204 1863 -1 -1 495.190000 55691.000000 79675.000000
205 1864 -1 -1 1920.830000 58906.000000 92508.000000
206 897 -1 -1 279.600000 64436.000000 85057.000000
207 1865 -1 -1 1569.000000 67788.000000 77226.000000
208 1866 -1 -1 120.390000 64636.000000 84657.000000
209 1294 -1 -1 966.600000 53289.000000 86223.000000
210 1023 -1 -1 913.400000 45309.000000 72915.000000
211 985 -1 -1 767.600000 54501.000000 78934.000000
212 1019 -1 -1 818.700000 60687.000000 64520.000000
213 993 -1 -1 872.600000 63352.000000 50117.000000
214 925 -1 -1 482.500000 72268.000000 51108.000000
215 1867 -1 -1 901.510000 80671.000000 40714.000000
216 1868 -1 -1 448.530000 89655.000000 50315.000000
217 905 -1 -1 384.200000 79403.000000 48666.000000
218 1869 -1 -1 55.000000 87823.000000 58463.000000
219 1870 -1 -1 115.620000 73658.000000 71635.000000
220 923 -1 -1 460.600000 65499.000000 62398.000000
221 940 -1 -1 599.400000 64958.000000 76763.000000
222 1871 -1 -1 745.030000 70090.000000 82669.000000
223 935 -1 -1 393.100000 59738.000000 76584.000000
224 1320 -1 -1 1043.700000 53262.000000 64793.000000
225 1872 -1 -1 336.640000 64932.000000 75827.000000
226 1873 -1 -1 876.000000 63453.000000 81157.000000
227 969 -1 -1 663.800000 59842.000000 92059.000000
228 1874 -1 -1 34.500000 61593.000000 90365.000000
229 1875 -1 -1 34.500000 61476.000000 90296.000000
230 1876 -1 -1 19.000000 47650.000000 95032.000000
231 2885 -1 -1 1401.500000 51113.000000 86909.000000
232 2886 -1 -1 937.150000 63202.000000 73904.000000
233 1877 -1 -1 198.000000 54505.000000 65534.000000
234 884 -1 -1 195.400000 54720.000000 65336.000000
235 1878 -1 -1 221.860000 50078.000000 62080.000000
236 1879 -1 -1 84.580000 44798.000000 71917.000000
237 1880 -1 -1 519.080000 33854.000000 63648.000000
238 1486 -1 -1 2757.500000 30347.000000 71652.000000
239 1881 -1 -1 148.590000 29450.000000 64991.000000
240 1156 -1 -1 1786.600000 29763.000000 59264.000000
241 1882 -1 -1 966.540000 36681.000000 71497.000000
242 1883 -1 -1 135.000000 50015.000000 81085.000000
243 1884 -1 -1 41.000000 60987.000000 67557.000000
244 1152 -1 -1 1887.700000 48707.000000 68791.000000
245 1885 -1 -1 11.630000 45527.000000 80003.000000
246 1886 -1 -1 786.260000 47875.000000 71465.000000
247 1887 -1 -1 381.610000 46388.000000 66699.000000
248 1888 -1 -1 333.260000 37363.000000 73029.000000
249 1889 -1 -1 326.000000 40289.000000 63926.000000
250 1890 -1 -1 566.420000 45814.000000 69681.000000
251 1891 -1 -1 892.000000 51203.000000 67698.000000
252 953 -1 -1 464.600000 38401.000000 64295.000000
253 1892 -1 -1 328.000000 38811.000000 57147.000000
254 1126 -1 -1 1607.700000 29159.000000 52456.000000
255 1893 -1 -1 1036.860000 24018.000000 59182.000000
256 1081 -1 -1 913.900000 34856.000000 53670.000000
257 1894 -1 -1 490.880000 27336.000000 61244.000000
258 2887 -1 -1 362.150000 37386.000000 74479.000000
259 1896 -1 -1 537.000000 28809.000000 76045.000000
260 1897 -1 -1 281.000000 39165.000000 68502.000000
261 1898 -1 -1 135.000000 47864.000000 80815.000000
262 1899 -1 -1 19.000000 52552.000000 95070.000000
263 1900 -1 -1 1913.000000 48189.000000 88822.000000
264 1901 -1 -1 310.240000 35813.000000 89661.000000
265 1296 -1 -1 1062.900000 31452.000000 75179.000000
266 1902 -1 -1 2466.000000 31715.000000 85941.000000
267 2888 -1 -1 496.150000 42707.000000 74345.000000
268 1903 -1 -1 1651.220000 44813.000000 87598.000000
269 1904 -1 -1 26.900000 59235.000000 77004.000000
270 1905 -1 -1 1442.130000 61954.000000 62909.000000
271 1906 -1 -1 179.380000 73587.000000 71930.000000
272 1907 -1 -1 159.410000 77346.000000 71017.000000
273 1908 -1 -1 646.880000 84549.000000 80357.000000
274 954 -1 -1 581.600000 73068.000000 92059.000000
275 1909 -1 -1 219.000000 82652.000000 82470.000000
276 1910 -1 -1 541.570000 75712.000000 90121.000000
277 1911 -1 -1 677.240000 61426.000000 89187.000000
278 1912 -1 -1 844.840000 62258.000000 79258.000000
279 960 -1 -1 484.600000 76873.000000 70373.000000
280 902 -1 -1 301.800000 62535.000000 78715.000000
281 979 -1 -1 733.400000 55909.000000 83963.000000
282 1913 -1 -1 269.390000 54723.000000 77897.000000
283 1108 -1 -1 1271.800000 58677.000000 64839.000000
284 1914 -1 -1 25.690000 53107.000000 55117.000000
285 1915 -1 -1 450.010000 58019.000000 69383.000000
286 1111 -1 -1 1221.500000 43955.000000 62265.000000
287 1916 -1 -1 1570.870000 36617.000000 55627.000000
288 1917 -1 -1 63.000000 39412.000000 64358.000000
289 868 -1 -1 141.300000 51023.000000 72931.000000
290 1918 -1 -1 1907.730000 46781.000000 81934.000000
291 1919 -1 -1 28.990000 56697.000000 69862.000000
292 1920 -1 -1 923.580000 45605.000000 71171.000000
293 1197 -1 -1 1486.700000 56902.000000 61824.000000
294 872 -1 -1 181.400000 55747.000000 61540.000000
295 1921 -1 -1 177.000000 68797.000000 51544.000000
296 1922 -1 -1 91.590000 74024.000000 42247.000000
297 975 -1 -1 804.500000 64436.000000 40273.000000
298 1923 -1 -1 259.990000 58810.000000 26501.000000
299 1924 -1 -1 2364.450000 63251.000000 38713.000000
300 1925 -1 -1 381.020000 53962.000000 32197.000000
301 1926 -1 -1 268.500000 54188.000000 20895.000000
302 1927 -1 -1 850.920000 54483.000000 13219.000000
303 983 -1 -1 714.300000 63934.000000 3448.000000
304 1069 -1 -1 710.500000 54505.000000 16860.000000
305 885 -1 -1 159.300000 60649.000000 17472.000000
306 877 -1 -1 169.200000 52526.000000 8680.000000
307 1928 -1 -1 447.950000 67233.000000 10865.000000
308 1022 -1 -1 752.500000 53704.000000 19874.000000
309 1929 -1 -1 223.630000 65129.000000 15022.000000
310 964 -1 -1 555.900000 65888.000000 15571.000000
311 1103 -1 -1 1157.000000 79898.000000 1793.000000
312 1930 -1 -1 718.010000 80125.000000 15611.000000
313 1931 -1 -1 947.000000 82672.000000 11429.000000
314 1160 -1 -1 1740.100000 92822.000000 15632.000000
315 1932 -1 -1 1107.190000 90135.000000 8214.000000
316 1933 -1 -1 34.000000 86814.000000 13682.000000
317 1934 -1 -1 34.000000 87373.000000 13614.000000
318 1192 -1 -1 2554.800000 75087.000000 14840.000000
319 1935 -1 -1 1049.420000 79207.000000 11832.000000
320 1230 -1 -1 1336.600000 67457.000000 26838.000000
321 1936 -1 -1 428.380000 77544.000000 38374.000000
322 1076 -1 -1 899.500000 83216.000000 35582.000000
323 1937 -1 -1 18.470000 91453.000000 49848.000000
324 1938 -1 -1 129.500000 98152.000000 59559.000000
325 961 -1 -1 664.200000 95002.000000 57368.000000
326 1939 -1 -1 235.060000 81587.000000 69581.000000
327 971 -1 -1 752.100000 83890.000000 69557.000000
328 1940 -1 -1 266.470000 82482.000000 72328.000000
329 1941 -1 -1 3.500000 68144.000000 64606.000000
330 1942 -1 -1 96.000000 80199.000000 59862.000000
331 1311 -1 -1 1105.500000 74879.000000 50501.000000
332 1055 -1 -1 951.600000 82518.000000 61275.000000
333 1943 -1 -1 678.920000 89418.000000 65610.000000
334 1944 -1 -1 1377.590000 76188.000000 69480.000000
335 1945 -1 -1 330.080000 88990.000000 66619.000000
336 1946 -1 -1 598.120000 75351.000000 65923.000000
337 1947 -1 -1 122.500000 79207.000000 52944.000000
338 973 -1 -1 635.200000 84587.000000 53201.000000
339 1948 -1 -1 166.430000 76801.000000 53889.000000
340 1949 -1 -1 177.000000 67989.000000 51898.000000
341 1950 -1 -1 538.240000 55645.000000 59218.000000
342 1951 -1 -1 283.830000 66257.000000 59509.000000
343 1952 -1 -1 740.990000 52665.000000 52045.000000
344 962 -1 -1 671.800000 44130.000000 46465.000000
345 1953 -1 -1 431.300000 35738.000000 38941.000000
346 1954 -1 -1 1368.450000 40039.000000 32778.000000
347 1143 -1 -1 1635.700000 54659.000000 44962.000000
348 1040 -1 -1 806.800000 64798.000000 47893.000000
349 1955 -1 -1 816.930000 58495.000000 57914.000000
350 1956 -1 -1 139.400000 72232.000000 44707.000000
351 1957 -1 -1 154.570000 86417.000000 33893.000000
352 1958 -1 -1 112.280000 76301.000000 48079.000000
353 1959 -1 -1 455.860000 68533.000000 34330.000000
354 1960 -1 -1 675.950000 81823.000000 26725.000000
355 955 -1 -1 514.700000 75776.000000 25406.000000
356 1204 -1 -1 2288.200000 62262.000000 13772.000000
357 1961 -1 -1 26.030000 55347.000000 2762.000000
358 1962 -1 -1 106.000000 56627.000000 27296.000000
359 1963 -1 -1 1341.500000 51588.000000 19285.000000
360 1964 -1 -1 1081.230000 55702.000000 10252.000000
361 1024 -1 -1 737.600000 52172.000000 4934.000000
362 1965 -1 -1 1270.110000 63204.000000 9981.000000
363 1966 -1 -1 588.420000 74319.000000 16881.000000
364 1232 -1 -1 1249.400000 63162.000000 17750.000000
365 1967 -1 -1 25.000000 68391.000000 27214.000000
366 1968 -1 -1 511.000000 67590.000000 37919.000000
367 1969 -1 -1 25.000000 69276.000000 27264.000000
368 1970 -1 -1 20.500000 71044.000000 32420.000000
369 1435 -1 -1 559.000000 61096.000000 18062.000000
370 1186 -1 -1 571.400000 64382.000000 22305.000000
371 1971 -1 -1 159.000000 52715.000000 8521.000000
372 1972 -1 -1 62.010000 59439.000000 26179.000000
373 888 -1 -1 165.600000 54634.000000 34204.000000
374 1226 -1 -1 1285.200000 68662.000000 45792.000000
375 1973 -1 -1 1225.910000 79026.000000 47979.000000
376 1974 -1 -1 41.140000 69611.000000 34827.000000
377 978 -1 -1 573.500000 72927.000000 37884.000000
378 1975 -1 -1 1321.520000 62228.000000 28132.000000
379 1976 -1 -1 829.000000 65233.000000 23134.000000
380 1977 -1 -1 348.000000 59032.000000 35921.000000
381 2889 -1 -1 509.150000 49225.000000 22668.000000
382 1979 -1 -1 681.500000 40824.000000 30586.000000
383 1980 -1 -1 87.000000 43964.000000 19222.000000
384 1981 -1 -1 145.470000 46238.000000 7122.000000
385 1982 -1 -1 1279.000000 33753.000000 27204.000000
386 1983 -1 -1 313.000000 30894.000000 16037.000000
387 1984 -1 -1 129.000000 33756.000000 22685.000000
388 1140 -1 -1 1261.400000 46295.000000 33346.000000
389 1985 -1 -1 62.840000 58970.000000 32416.000000
390 1986 -1 -1 1337.990000 71976.000000 39929.000000
391 1987 -1 -1 415.350000 74847.000000 52334.000000
392 1988 -1 -1 699.000000 68360.000000 41916.000000
393 1989 -1 -1 80.510000 79100.000000 49139.000000
394 1990 -1 -1 19.210000 70890.000000 44051.000000
395 1120 -1 -1 1258.200000 70272.000000 41217.000000
396 993 -1 -1 466.400000 64691.000000 50117.000000
397 1991 -1 -1 1634.040000 55567.000000 47285.000000
398 976 -1 -1 494.300000 60778.000000 42250.000000
399 958 -1 -1 676.800000 55647.000000 35147.000000
400 1992 -1 -1 86.670000 49872.000000 26302.000000
401 1027 -1 -1 633.200000 41663.000000 34834.000000
402 1993 -1 -1 129.000000 32336.000000 22427.000000
403 1994 -1 -1 560.860000 44707.000000 35146.000000
404 1995 -1 -1 986.330000 52460.000000 25229.000000
405 999 -1 -1 707.200000 58082.000000 29253.000000
406 1996 -1 -1 81.000000 59649.000000 42331.000000
407 1997 -1 -1 32.620000 60595.000000 31874.000000
408 1998 -1 -1 409.000000 52895.000000 41098.000000
409 1122 -1 -1 1265.500000 62150.000000 30719.000000
410 1999 -1 -1 1649.770000 72641.000000 29202.000000
411 2000 -1 -1 385.580000 77221.000000 34150.000000
412 2001 -1 -1 1363.590000 73712.000000 44463.000000
413 2002 -1 -1 1449.420000 66310.000000 52408.000000
414 2003 -1 -1 284.570000 77124.000000 53438.000000
415 2004 -1 -1 79.000000 86211.000000 45454.000000
416 2005 -1 -1 703.740000 75541.000000 53563.000000
417 2890 -1 -1 447.000000 69680.000000 48053.000000
418 2006 -1 -1 452.510000 80150.000000 49511.000000
419 936 -1 -1 457.500000 87063.000000 45533.000000
420 1142 -1 -1 1677.500000 95078.000000 37335.000000
421 2007 -1 -1 1711.990000 83961.000000 48198.000000
422 921 -1 -1 385.800000 78734.000000 41055.000000
423 2008 -1 -1 117.000000 79445.000000 41172.000000
424 2009 -1 -1 394.000000 84157.000000 37387.000000
425 2010 -1 -1 2722.360000 97163.000000 28000.000000
426 2011 -1 -1 357.270000 96679.000000 23026.000000
427 889 -1 -1 184.400000 94672.000000 26830.000000
428 2012 -1 -1 251.570000 94635.000000 26394.000000
429 2013 -1 -1 842.910000 91643.000000 18215.000000
430 1085 -1 -1 870.800000 90179.000000 6236.000000
431 2891 -1 -1 121.225000 76475.000000 8419.000000
432 2014 -1 -1 146.000000 66057.000000 17896.000000
433 2015 -1 -1 371.390000 54323.000000 7393.000000
434 2016 -1 -1 31.000000 64115.000000 23236.000000
435 1006 -1 -1 657.900000 52154.000000 30587.000000
436 2017 -1 -1 279.370000 54658.000000 34649.000000
437 2018 -1 -1 344.790000 65085.000000 31997.000000
438 2019 -1 -1 31.000000 63065.000000 23298.000000
439 2020 -1 -1 652.210000 64853.000000 32994.000000
440 2021 -1 -1 250.060000 51634.000000 31495.000000
441 2022 -1 -1 52.130000 59408.000000 31345.000000
442 2023 -1 -1 338.000000 54880.000000 35485.000000
443 2024 -1 -1 403.000000 45571.000000 42619.000000
444 2025 -1 -1 37.200000 46374.000000 44845.000000
445 1175 -1 -1 2734.300000 38670.000000 49842.000000
446 2026 -1 -1 1441.550000 27702.000000 42754.000000
447 2027 -1 -1 208.390000 23194.000000 31384.000000
448 2028 -1 -1 175.640000 14234.000000 32574.000000
449 2029 -1 -1 479.380000 15694.000000 20975.000000
450 2030 -1 -1 7038.890000 3412.000000 10908.000000
451 2031 -1 -1 18.500000 21451.000000 26687.000000
452 2032 -1 -1 226.560000 26087.000000 19815.000000
453 2033 -1 -1 468.920000 17305.000000 18325.000000
454 949 -1 -1 486.800000 28764.000000 32175.000000
455 2034 -1 -1 1636.250000 24960.000000 23888.000000
456 2035 -1 -1 1213.400000 28131.000000 19350.000000
457 2036 -1 -1 221.000000 27627.000000 24923.000000
458 2037 -1 -1 867.720000 35529.000000 36222.000000
459 2038 -1 -1 1410.340000 28228.000000 33876.000000
460 873 -1 -1 210.700000 30345.000000 33984.000000
461 1009 -1 -1 607.400000 25582.000000 26117.000000
462 2039 -1 -1 2078.660000 28561.000000 37365.000000
463 1407 -1 -1 1069.100000 28710.000000 25414.000000
464 2040 -1 -1 620.780000 18499.000000 39297.000000
465 916 -1 -1 270.800000 14962.000000 34883.000000
466 1177 -1 -1 3027.300000 8398.000000 48142.000000
467 2041 -1 -1 391.130000 12760.000000 46354.000000
468 2042 -1 -1 451.660000 20538.000000 37797.000000
469 981 -1 -1 745.300000 20513.000000 36600.000000
470 2043 -1 -1 1110.210000 17696.000000 22937.000000
471 2044 -1 -1 339.080000 16637.000000 19133.000000
472 2045 -1 -1 62.360000 14887.000000 32812.000000
473 2046 -1 -1 226.910000 20242.000000 32087.000000
474 2047 -1 -1 887.520000 16413.000000 35856.000000
475 2048 -1 -1 1076.130000 2689.000000 21591.000000
476 1000 -1 -1 870.000000 27064.000000 15411.000000
477 2049 -1 -1 343.620000 16435.000000 21798.000000
478 1134 -1 -1 1204.900000 3319.000000 19310.000000
479 2050 -1 -1 432.620000 25420.000000 31348.000000
480 2051 -1 -1 44.000000 13120.000000 26061.000000
481 2052 -1 -1 299.000000 23962.000000 34281.000000
482 1045 -1 -1 861.000000 31874.000000 26227.000000
483 2053 -1 -1 513.700000 35158.000000 37996.000000
484 2054 -1 -1 2934.290000 36452.000000 31443.000000
485 1119 -1 -1 1315.900000 35079.000000 25925.000000
486 2055 -1 -1 222.500000 41331.000000 17959.000000
487 2056 -1 -1 5.080000 53897.000000 14075.000000
